title,url,cat,notes
"echtzeitmusik","http://www.echtzeitmusik.de/index.php?page=calendar","LIT/ART/CON/CAL# ",""
"HU linguistik kalender","https://hpsg.hu-berlin.de/Events/","LIT/ART/CON/CAL# ",""
"conceptual poetics day","http://www.conceptualpoeticsday.org/","LIT/ART/CON/CAL# ",""
"INS berlin","http://www.necronauts.net/berlin/documents/index","LIT/ART/CON/CAL# ",""
"little STEIDL","https://littlesteidl.de/haus-fuer-einen-kunstverlag/","LIT/ART/CON/CAL# ",""
"bbooks","http://www.b-books.de/share.htm","LIT/ART/CON/CAL# ",""
"KP manuale","https://kirstenpalz.com/100-manual","LIT/ART/CON/CAL# ",""
"graum xyz","https://www.graum.xyz/publications/","LIT/ART/CON/CAL# ",""
"diaphanes.100000words","http://100000words.net/","LIT/ART/CON/CAL# ",""
"IOWA city public library presentations","https://iwp.uiowa.edu/archives/iowa-city-public-library-presentations/2016","LIT/ART/CON/CAL# ",""
"ann quinn.eye of the storm.","https://annquinn.org/eye-of-the-storm-vai/","LIT/ART/CON/CAL# ",""
"afsnit P","https://afsnitp.dk/galleri/archiveszaroum/","LIT/ART/CON/CAL# ",""
"transmediale","https://transmediale.de/journal","LIT/ART/CON/CAL# ",""
"friends with books","https://www.friendswithbooks.org/","LIT/ART/CON/CAL# ",""
"lauter niemand","http://www.lauter-niemand.de/","LIT/ART/CON/CAL# ",""
"ACUD.kook.read","https://acudmachtneu.de/spaces/studio/","LIT/ART/CON/CAL# ",""
"HKW","https://www.hkw.de/de/index.php","LIT/ART/CON/CAL# ",""
"ausland bln","https://ausland-berlin.de/","LIT/ART/CON/CAL# ",""
"ultraschall bln","https://ultraschallberlin.de/","LIT/ART/CON/CAL# ",""
"literaturfestival bln","http://literaturfestival.com/","LIT/ART/CON/CAL# ",""
"lettretage bln","https://www.lettretage.de/","LIT/ART/CON/CAL# ",""
"buchhändlerkeller bln","http://www.buchhaendlerkeller-berlin.de/","LIT/ART/CON/CAL# ",""
"literaturport","https://www.literaturport.de/autorenlexikon/","LIT/ART/CON/CAL# ",""
"LCB","https://lcb.de/","LIT/ART/CON/CAL# ",""
"ZK/U moabit","https://www.zku-berlin.org/","LIT/ART/CON/CAL# ",""
"Blog | interkollektiv","https://interkollektiv4.wixsite.com/interkollektiv/blog","LIT/ART/CON/CAL# ","Blog, Texte, Gesellschaft, Politik, Spaltung, Kreativ, Schreiben, Magazin"
"https://www.monathierse.net/lettergenerator/","https://www.monathierse.net/lettergenerator/","LIT/ART/CON/CAL# ","the gentlemans model letter writer : composer"
"Corpus Class Overview","https://esteeschwarz.github.io/HU-LX/index.html","PINGS","CWP corpus class / HU-LX"
